School Name,Grade,Year,Category,Number Tested,Mean Scale Score
P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,8,2014,Male,18,281
P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,All Grades,2013,Female,159,289
P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,All Grades,2013,Male,130,296
P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,All Grades,2014,Female,151,295
P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,All Grades,2014,Male,131,298
I.S. 218 SALOME URENA,6,2013,Female,36,278
I.S. 218 SALOME URENA,6,2013,Male,40,282
I.S. 218 SALOME URENA,6,2014,Female,26,278
I.S. 218 SALOME URENA,6,2014,Male,37,268
I.S. 218 SALOME URENA,7,2013,Female,36,272
I.S. 218 SALOME URENA,7,2013,Male,56,279
I.S. 218 SALOME URENA,7,2014,Female,39,282
I.S. 218 SALOME URENA,7,2014,Male,40,288
I.S. 218 SALOME URENA,8,2013,Female,54,281
I.S. 218 SALOME URENA,8,2013,Male,60,270
I.S. 218 SALOME URENA,8,2014,Female,41,276
I.S. 218 SALOME URENA,8,2014,Male,56,271
I.S. 218 SALOME URENA,All Grades,2013,Female,126,277
I.S. 218 SALOME URENA,All Grades,2013,Male,156,277
I.S. 218 SALOME URENA,All Grades,2014,Female,106,279
I.S. 218 SALOME URENA,All Grades,2014,Male,133,275
THE MOTT HALL SCHOOL,6,2013,Female,60,310
THE MOTT HALL SCHOOL,6,2013,Male,41,307
THE MOTT HALL SCHOOL,6,2014,Female,48,315
THE MOTT HALL SCHOOL,6,2014,Male,50,307
THE MOTT HALL SCHOOL,7,2013,Female,41,320
THE MOTT HALL SCHOOL,7,2013,Male,45,318
THE MOTT HALL SCHOOL,7,2014,Female,56,321
THE MOTT HALL SCHOOL,7,2014,Male,39,309
THE MOTT HALL SCHOOL,8,2013,Female,53,319
THE MOTT HALL SCHOOL,8,2013,Male,53,325
THE MOTT HALL SCHOOL,8,2014,Female,40,333
THE MOTT HALL SCHOOL,8,2014,Male,43,332
THE MOTT HALL SCHOOL,All Grades,2013,Female,154,316
THE MOTT HALL SCHOOL,All Grades,2013,Male,139,318
THE MOTT HALL SCHOOL,All Grades,2014,Female,144,322
THE MOTT HALL SCHOOL,All Grades,2014,Male,132,316
PAULA HEDBAVNY SCHOOL,3,2013,Female,29,297
PAULA HEDBAVNY SCHOOL,3,2013,Male,24,310
PAULA HEDBAVNY SCHOOL,3,2014,Female,26,302
PAULA HEDBAVNY SCHOOL,3,2014,Male,27,292
PAULA HEDBAVNY SCHOOL,4,2013,Female,32,301
PAULA HEDBAVNY SCHOOL,4,2013,Male,32,298
PAULA HEDBAVNY SCHOOL,4,2014,Female,29,313
PAULA HEDBAVNY SCHOOL,4,2014,Male,26,315
PAULA HEDBAVNY SCHOOL,5,2013,Female,26,302
PAULA HEDBAVNY SCHOOL,5,2013,Male,26,298
PAULA HEDBAVNY SCHOOL,5,2014,Female,33,313
PAULA HEDBAVNY SCHOOL,5,2014,Male,32,314
PAULA HEDBAVNY SCHOOL,6,2013,Female,28,301
PAULA HEDBAVNY SCHOOL,6,2013,Male,33,296
PAULA HEDBAVNY SCHOOL,6,2014,Female,30,308
PAULA HEDBAVNY SCHOOL,6,2014,Male,32,305
PAULA HEDBAVNY SCHOOL,7,2013,Female,36,309
PAULA HEDBAVNY SCHOOL,7,2013,Male,28,297
PAULA HEDBAVNY SCHOOL,7,2014,Female,30,316
PAULA HEDBAVNY SCHOOL,7,2014,Male,33,316
PAULA HEDBAVNY SCHOOL,8,2013,Female,31,327
PAULA HEDBAVNY SCHOOL,8,2013,Male,32,315
PAULA HEDBAVNY SCHOOL,8,2014,Female,33,326
PAULA HEDBAVNY SCHOOL,8,2014,Male,29,313
PAULA HEDBAVNY SCHOOL,All Grades,2013,Female,182,306
PAULA HEDBAVNY SCHOOL,All Grades,2013,Male,175,302
PAULA HEDBAVNY SCHOOL,All Grades,2014,Female,181,314
PAULA HEDBAVNY SCHOOL,All Grades,2014,Male,179,309
CITY COLLEGE ACADEMY OF THE ARTS,6,2013,Female,49,320
CITY COLLEGE ACADEMY OF THE ARTS,6,2013,Male,28,310
CITY COLLEGE ACADEMY OF THE ARTS,6,2014,Female,39,324
CITY COLLEGE ACADEMY OF THE ARTS,6,2014,Male,46,323
CITY COLLEGE ACADEMY OF THE ARTS,7,2013,Female,51,311
CITY COLLEGE ACADEMY OF THE ARTS,7,2013,Male,39,301
CITY COLLEGE ACADEMY OF THE ARTS,7,2014,Female,48,319
CITY COLLEGE ACADEMY OF THE ARTS,7,2014,Male,27,310
CITY COLLEGE ACADEMY OF THE ARTS,8,2013,Female,47,310
CITY COLLEGE ACADEMY OF THE ARTS,8,2013,Male,39,314
CITY COLLEGE ACADEMY OF THE ARTS,8,2014,Female,49,317
CITY COLLEGE ACADEMY OF THE ARTS,8,2014,Male,37,309
CITY COLLEGE ACADEMY OF THE ARTS,All Grades,2013,Female,147,314
CITY COLLEGE ACADEMY OF THE ARTS,All Grades,2013,Male,106,308
CITY COLLEGE ACADEMY OF THE ARTS,All Grades,2014,Female,136,320
CITY COLLEGE ACADEMY OF THE ARTS,All Grades,2014,Male,110,315
AMISTAD DUAL LANGUAGE SCHOOL,3,2013,Female,26,290
AMISTAD DUAL LANGUAGE SCHOOL,3,2013,Male,21,310
AMISTAD DUAL LANGUAGE SCHOOL,3,2014,Female,26,297
AMISTAD DUAL LANGUAGE SCHOOL,3,2014,Male,22,295
AMISTAD DUAL LANGUAGE SCHOOL,4,2013,Female,20,309
AMISTAD DUAL LANGUAGE SCHOOL,4,2013,Male,20,293
AMISTAD DUAL LANGUAGE SCHOOL,4,2014,Female,24,286
AMISTAD DUAL LANGUAGE SCHOOL,4,2014,Male,19,311
AMISTAD DUAL LANGUAGE SCHOOL,5,2013,Female,24,291
AMISTAD DUAL LANGUAGE SCHOOL,5,2013,Male,18,309
AMISTAD DUAL LANGUAGE SCHOOL,5,2014,Female,20,310
AMISTAD DUAL LANGUAGE SCHOOL,5,2014,Male,20,295
AMISTAD DUAL LANGUAGE SCHOOL,6,2013,Female,31,306
AMISTAD DUAL LANGUAGE SCHOOL,6,2013,Male,17,302
AMISTAD DUAL LANGUAGE SCHOOL,6,2014,Female,22,304
AMISTAD DUAL LANGUAGE SCHOOL,6,2014,Male,22,299
AMISTAD DUAL LANGUAGE SCHOOL,7,2013,Female,27,306
AMISTAD DUAL LANGUAGE SCHOOL,7,2013,Male,15,309
AMISTAD DUAL LANGUAGE SCHOOL,7,2014,Female,30,313
AMISTAD DUAL LANGUAGE SCHOOL,7,2014,Male,16,311
AMISTAD DUAL LANGUAGE SCHOOL,8,2013,Female,20,309
AMISTAD DUAL LANGUAGE SCHOOL,8,2013,Male,18,307
AMISTAD DUAL LANGUAGE SCHOOL,8,2014,Female,27,308
AMISTAD DUAL LANGUAGE SCHOOL,8,2014,Male,13,305
AMISTAD DUAL LANGUAGE SCHOOL,All Grades,2013,Female,148,302
AMISTAD DUAL LANGUAGE SCHOOL,All Grades,2013,Male,109,305
AMISTAD DUAL LANGUAGE SCHOOL,All Grades,2014,Female,149,303
AMISTAD DUAL LANGUAGE SCHOOL,All Grades,2014,Male,112,302
MUSCOTA,3,2013,Female,26,291
MUSCOTA,3,2013,Male,16,287
MUSCOTA,3,2014,Female,23,313
MUSCOTA,3,2014,Male,25,321
MUSCOTA,4,2013,Female,19,301
MUSCOTA,4,2013,Male,17,307
MUSCOTA,4,2014,Female,21,304
MUSCOTA,4,2014,Male,17,283
MUSCOTA,5,2013,Female,14,297
MUSCOTA,5,2013,Male,13,294
MUSCOTA,5,2014,Female,15,306
MUSCOTA,5,2014,Male,14,315
MUSCOTA,All Grades,2013,Female,59,296
MUSCOTA,All Grades,2013,Male,46,296
MUSCOTA,All Grades,2014,Female,59,308
MUSCOTA,All Grades,2014,Male,56,308
M.S. 319 - MARIA TERESA,6,2013,Female,105,295
M.S. 319 - MARIA TERESA,6,2013,Male,97,291
M.S. 319 - MARIA TERESA,6,2014,Female,88,293
M.S. 319 - MARIA TERESA,6,2014,Male,93,295
M.S. 319 - MARIA TERESA,7,2013,Female,103,287
M.S. 319 - MARIA TERESA,7,2013,Male,119,286
M.S. 319 - MARIA TERESA,7,2014,Female,95,294
M.S. 319 - MARIA TERESA,7,2014,Male,104,291
M.S. 319 - MARIA TERESA,8,2013,Female,83,297
M.S. 319 - MARIA TERESA,8,2013,Male,100,285
M.S. 319 - MARIA TERESA,8,2014,Female,98,299
M.S. 319 - MARIA TERESA,8,2014,Male,123,293
M.S. 319 - MARIA TERESA,All Grades,2013,Female,291,292
M.S. 319 - MARIA TERESA,All Grades,2013,Male,316,287
M.S. 319 - MARIA TERESA,All Grades,2014,Female,281,295
M.S. 319 - MARIA TERESA,All Grades,2014,Male,320,293
MIDDLE SCHOOL 322,6,2013,Female,73,281
MIDDLE SCHOOL 322,6,2013,Male,64,279
MIDDLE SCHOOL 322,6,2014,Female,33,285
MIDDLE SCHOOL 322,6,2014,Male,61,273
MIDDLE SCHOOL 322,7,2013,Female,66,284
MIDDLE SCHOOL 322,7,2013,Male,68,281
MIDDLE SCHOOL 322,7,2014,Female,82,289
MIDDLE SCHOOL 322,7,2014,Male,60,284
MIDDLE SCHOOL 322,8,2013,Female,69,284
MIDDLE SCHOOL 322,8,2013,Male,80,284
MIDDLE SCHOOL 322,8,2014,Female,72,278
MIDDLE SCHOOL 322,8,2014,Male,70,281
MIDDLE SCHOOL 322,All Grades,2013,Female,208,283
MIDDLE SCHOOL 322,All Grades,2013,Male,212,282
MIDDLE SCHOOL 322,All Grades,2014,Female,187,284
MIDDLE SCHOOL 322,All Grades,2014,Male,191,279
M.S. 324 - PATRIA MIRABAL,6,2013,Female,71,292
M.S. 324 - PATRIA MIRABAL,6,2013,Male,77,296
M.S. 324 - PATRIA MIRABAL,6,2014,Female,64,302
M.S. 324 - PATRIA MIRABAL,6,2014,Male,63,295
M.S. 324 - PATRIA MIRABAL,7,2013,Female,73,297
M.S. 324 - PATRIA MIRABAL,7,2013,Male,72,294
M.S. 324 - PATRIA MIRABAL,7,2014,Female,69,296
M.S. 324 - PATRIA MIRABAL,7,2014,Male,80,299
M.S. 324 - PATRIA MIRABAL,8,2013,Female,52,314
M.S. 324 - PATRIA MIRABAL,8,2013,Male,62,290
M.S. 324 - PATRIA MIRABAL,8,2014,Female,46,297
M.S. 324 - PATRIA MIRABAL,8,2014,Male,63,292
M.S. 324 - PATRIA MIRABAL,All Grades,2013,Female,196,300
M.S. 324 - PATRIA MIRABAL,All Grades,2013,Male,211,294
M.S. 324 - PATRIA MIRABAL,All Grades,2014,Female,179,299
M.S. 324 - PATRIA MIRABAL,All Grades,2014,Male,206,296
P.S. 325,3,2013,Female,25,286
P.S. 325,3,2013,Male,28,276
P.S. 325,3,2014,Female,24,292
P.S. 325,3,2014,Male,30,289
P.S. 325,4,2013,Female,15,283
P.S. 325,4,2013,Male,28,274
P.S. 325,4,2014,Female,31,280
P.S. 325,4,2014,Male,30,270
P.S. 325,5,2013,Female,20,283
P.S. 325,5,2013,Male,34,283
P.S. 325,5,2014,Female,13,306
P.S. 325,5,2014,Male,22,276
P.S. 325,6,2014,Female,1,s
P.S. 325,All Grades,2013,Female,60,284
P.S. 325,All Grades,2013,Male,90,278
P.S. 325,All Grades,2014,Female,69,288
P.S. 325,All Grades,2014,Male,82,279
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,6,2013,Female,46,274
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,6,2013,Male,41,269
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,6,2014,Female,40,276
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,6,2014,Male,28,271
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,7,2013,Female,41,271
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,7,2013,Male,57,267
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,7,2014,Female,40,278
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,7,2014,Male,47,268
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,8,2013,Female,38,277
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,8,2013,Male,72,271
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,8,2014,Female,50,281
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,8,2014,Male,65,275
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,All Grades,2013,Female,125,274
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,All Grades,2013,Male,170,269
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,All Grades,2014,Female,130,279
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,All Grades,2014,Male,140,272
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,6,2013,Female,37,272
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,6,2013,Male,55,264
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,6,2014,Female,18,266
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,6,2014,Male,46,256
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,7,2013,Female,38,268
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,7,2013,Male,75,269
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,7,2014,Female,41,272
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,7,2014,Male,58,271
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,8,2013,Female,61,258
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,8,2013,Male,75,262
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,8,2014,Female,39,265
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,8,2014,Male,79,272
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,All Grades,2013,Female,136,264
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,All Grades,2013,Male,205,265
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,All Grades,2014,Female,98,268
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,All Grades,2014,Male,183,267
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,6,2013,Female,39,273
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,6,2013,Male,34,276
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,6,2014,Female,58,281
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,6,2014,Male,35,275
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2013,Female,24,273
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2013,Male,29,268
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2014,Female,40,299
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2014,Male,29,297
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,8,2013,Female,34,265
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,8,2013,Male,30,272
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,8,2014,Female,28,285
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,8,2014,Male,37,284
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Grades,2013,Female,97,270
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Grades,2013,Male,93,272
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Grades,2014,Female,126,287
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Grades,2014,Male,101,285
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,2013,Female,44,305
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,2013,Male,45,305
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,2014,Female,41,298
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,2014,Male,47,297
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,7,2013,Female,31,314
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,7,2013,Male,48,307
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,7,2014,Female,44,315
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,7,2014,Male,48,316
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,8,2013,Female,36,304
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,8,2013,Male,42,301
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,8,2014,Female,34,310
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,8,2014,Male,50,307
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,All Grades,2013,Female,111,307
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,All Grades,2013,Male,135,304
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,All Grades,2014,Female,119,308
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,All Grades,2014,Male,145,306
HARBOR HEIGHTS,6,2013,Female,22,250
HARBOR HEIGHTS,6,2013,Male,24,263
HARBOR HEIGHTS,6,2014,Female,18,245
HARBOR HEIGHTS,6,2014,Male,26,254
HARBOR HEIGHTS,7,2013,Female,22,268
HARBOR HEIGHTS,7,2013,Male,31,269
HARBOR HEIGHTS,7,2014,Female,25,268
HARBOR HEIGHTS,7,2014,Male,27,271
HARBOR HEIGHTS,8,2013,Female,30,273
HARBOR HEIGHTS,8,2013,Male,33,272
HARBOR HEIGHTS,8,2014,Female,34,283
HARBOR HEIGHTS,8,2014,Male,28,284
HARBOR HEIGHTS,All Grades,2013,Female,74,264
HARBOR HEIGHTS,All Grades,2013,Male,88,268
HARBOR HEIGHTS,All Grades,2014,Female,77,269
HARBOR HEIGHTS,All Grades,2014,Male,81,270
WASHINGTON HEIGHTS ACADEMY,3,2013,Female,36,295
WASHINGTON HEIGHTS ACADEMY,3,2013,Male,19,297
WASHINGTON HEIGHTS ACADEMY,3,2014,Female,22,289
WASHINGTON HEIGHTS ACADEMY,3,2014,Male,36,302
WASHINGTON HEIGHTS ACADEMY,4,2013,Female,31,301
WASHINGTON HEIGHTS ACADEMY,4,2013,Male,27,301
WASHINGTON HEIGHTS ACADEMY,4,2014,Female,47,306
WASHINGTON HEIGHTS ACADEMY,4,2014,Male,22,312
WASHINGTON HEIGHTS ACADEMY,5,2013,Female,24,307
WASHINGTON HEIGHTS ACADEMY,5,2013,Male,17,314
WASHINGTON HEIGHTS ACADEMY,5,2014,Female,28,325
WASHINGTON HEIGHTS ACADEMY,5,2014,Male,23,323
WASHINGTON HEIGHTS ACADEMY,All Grades,2013,Female,91,300
WASHINGTON HEIGHTS ACADEMY,All Grades,2013,Male,63,303
WASHINGTON HEIGHTS ACADEMY,All Grades,2014,Female,97,307
WASHINGTON HEIGHTS ACADEMY,All Grades,2014,Male,81,311
HAMILTON HEIGHTS SCHOOL,3,2013,Female,18,291
HAMILTON HEIGHTS SCHOOL,3,2013,Male,25,297
HAMILTON HEIGHTS SCHOOL,3,2014,Female,6,306
HAMILTON HEIGHTS SCHOOL,3,2014,Male,6,302
HAMILTON HEIGHTS SCHOOL,4,2013,Female,18,290
HAMILTON HEIGHTS SCHOOL,4,2013,Male,28,284
HAMILTON HEIGHTS SCHOOL,4,2014,Female,10,287
HAMILTON HEIGHTS SCHOOL,4,2014,Male,14,294
HAMILTON HEIGHTS SCHOOL,5,2013,Female,16,296
HAMILTON HEIGHTS SCHOOL,5,2013,Male,5,s
HAMILTON HEIGHTS SCHOOL,5,2014,Female,6,281
HAMILTON HEIGHTS SCHOOL,5,2014,Male,13,290
HAMILTON HEIGHTS SCHOOL,All Grades,2013,Female,52,292
HAMILTON HEIGHTS SCHOOL,All Grades,2013,Male,58,291
HAMILTON HEIGHTS SCHOOL,All Grades,2014,Female,22,291
HAMILTON HEIGHTS SCHOOL,All Grades,2014,Male,33,294
I.S. 528 BEA FULLER RODGERS SCHOOL,6,2013,Female,43,269
I.S. 528 BEA FULLER RODGERS SCHOOL,6,2013,Male,27,275
I.S. 528 BEA FULLER RODGERS SCHOOL,6,2014,Female,35,271
I.S. 528 BEA FULLER RODGERS SCHOOL,6,2014,Male,29,275
I.S. 528 BEA FULLER RODGERS SCHOOL,7,2013,Female,42,279
I.S. 528 BEA FULLER RODGERS SCHOOL,7,2013,Male,38,282
I.S. 528 BEA FULLER RODGERS SCHOOL,7,2014,Female,43,276
I.S. 528 BEA FULLER RODGERS SCHOOL,7,2014,Male,27,274
I.S. 528 BEA FULLER RODGERS SCHOOL,8,2013,Female,55,286
I.S. 528 BEA FULLER RODGERS SCHOOL,8,2013,Male,36,291
I.S. 528 BEA FULLER RODGERS SCHOOL,8,2014,Female,44,281
I.S. 528 BEA FULLER RODGERS SCHOOL,8,2014,Male,39,286
I.S. 528 BEA FULLER RODGERS SCHOOL,All Grades,2013,Female,140,278
I.S. 528 BEA FULLER RODGERS SCHOOL,All Grades,2013,Male,101,283
I.S. 528 BEA FULLER RODGERS SCHOOL,All Grades,2014,Female,122,276
I.S. 528 BEA FULLER RODGERS SCHOOL,All Grades,2014,Male,95,279
P.S. 001 COURTLANDT SCHOOL,3,2013,Female,47,298
P.S. 001 COURTLANDT SCHOOL,3,2013,Male,51,286
P.S. 001 COURTLANDT SCHOOL,3,2014,Female,53,288
P.S. 001 COURTLANDT SCHOOL,3,2014,Male,54,289
P.S. 001 COURTLANDT SCHOOL,4,2013,Female,51,279
P.S. 001 COURTLANDT SCHOOL,4,2013,Male,47,287
P.S. 001 COURTLANDT SCHOOL,4,2014,Female,53,289
P.S. 001 COURTLANDT SCHOOL,4,2014,Male,57,287
P.S. 001 COURTLANDT SCHOOL,5,2013,Female,54,285
P.S. 001 COURTLANDT SCHOOL,5,2013,Male,42,279
P.S. 001 COURTLANDT SCHOOL,5,2014,Female,50,287
P.S. 001 COURTLANDT SCHOOL,5,2014,Male,50,289
P.S. 001 COURTLANDT SCHOOL,All Grades,2013,Female,152,287
P.S. 001 COURTLANDT SCHOOL,All Grades,2013,Male,140,284
P.S. 001 COURTLANDT SCHOOL,All Grades,2014,Female,156,288
P.S. 001 COURTLANDT SCHOOL,All Grades,2014,Male,161,288
PS 5 PORT MORRIS,3,2013,Female,37,280
PS 5 PORT MORRIS,3,2013,Male,41,277
PS 5 PORT MORRIS,3,2014,Female,36,275
PS 5 PORT MORRIS,3,2014,Male,37,285
PS 5 PORT MORRIS,4,2013,Female,37,276
PS 5 PORT MORRIS,4,2013,Male,43,280
PS 5 PORT MORRIS,4,2014,Female,32,258
PS 5 PORT MORRIS,4,2014,Male,41,273
PS 5 PORT MORRIS,5,2013,Female,37,272
PS 5 PORT MORRIS,5,2013,Male,50,277
PS 5 PORT MORRIS,5,2014,Female,39,283
PS 5 PORT MORRIS,5,2014,Male,37,288
PS 5 PORT MORRIS,6,2013,Female,44,280
PS 5 PORT MORRIS,6,2013,Male,39,284
PS 5 PORT MORRIS,6,2014,Female,45,266
PS 5 PORT MORRIS,6,2014,Male,39,274
PS 5 PORT MORRIS,7,2014,Female,43,276
PS 5 PORT MORRIS,7,2014,Male,38,281
PS 5 PORT MORRIS,All Grades,2013,Female,155,277
PS 5 PORT MORRIS,All Grades,2013,Male,173,279
PS 5 PORT MORRIS,All Grades,2014,Female,195,272
PS 5 PORT MORRIS,All Grades,2014,Male,192,280
P.S. 018 JOHN PETER ZENGER,3,2013,Female,35,272
P.S. 018 JOHN PETER ZENGER,3,2013,Male,44,284
P.S. 018 JOHN PETER ZENGER,3,2014,Female,45,291
P.S. 018 JOHN PETER ZENGER,3,2014,Male,47,287
P.S. 018 JOHN PETER ZENGER,4,2013,Female,42,277
P.S. 018 JOHN PETER ZENGER,4,2013,Male,52,268
P.S. 018 JOHN PETER ZENGER,4,2014,Female,35,260
P.S. 018 JOHN PETER ZENGER,4,2014,Male,49,277
P.S. 018 JOHN PETER ZENGER,5,2013,Female,35,280
P.S. 018 JOHN PETER ZENGER,5,2013,Male,35,286
P.S. 018 JOHN PETER ZENGER,5,2014,Female,41,288
P.S. 018 JOHN PETER ZENGER,5,2014,Male,51,280
P.S. 018 JOHN PETER ZENGER,All Grades,2013,Female,112,276
P.S. 018 JOHN PETER ZENGER,All Grades,2013,Male,131,278
P.S. 018 JOHN PETER ZENGER,All Grades,2014,Female,121,281
P.S. 018 JOHN PETER ZENGER,All Grades,2014,Male,147,281
P.S. 025 BILINGUAL SCHOOL,3,2013,Female,27,284
P.S. 025 BILINGUAL SCHOOL,3,2013,Male,32,283
P.S. 025 BILINGUAL SCHOOL,3,2014,Female,41,292
P.S. 025 BILINGUAL SCHOOL,3,2014,Male,40,277
P.S. 025 BILINGUAL SCHOOL,4,2013,Female,27,284
P.S. 025 BILINGUAL SCHOOL,4,2013,Male,32,290
P.S. 025 BILINGUAL SCHOOL,4,2014,Female,23,303
P.S. 025 BILINGUAL SCHOOL,4,2014,Male,28,317
P.S. 025 BILINGUAL SCHOOL,5,2013,Female,24,296
P.S. 025 BILINGUAL SCHOOL,5,2013,Male,13,275
P.S. 025 BILINGUAL SCHOOL,5,2014,Female,30,286
P.S. 025 BILINGUAL SCHOOL,5,2014,Male,32,293
P.S. 025 BILINGUAL SCHOOL,All Grades,2013,Female,78,288
P.S. 025 BILINGUAL SCHOOL,All Grades,2013,Male,77,285
P.S. 025 BILINGUAL SCHOOL,All Grades,2014,Female,94,293
P.S. 025 BILINGUAL SCHOOL,All Grades,2014,Male,100,293
P.S./M.S. 029 MELROSE SCHOOL,3,2013,Female,44,283
P.S./M.S. 029 MELROSE SCHOOL,3,2013,Male,33,279
P.S./M.S. 029 MELROSE SCHOOL,3,2014,Female,30,270
P.S./M.S. 029 MELROSE SCHOOL,3,2014,Male,50,273
P.S./M.S. 029 MELROSE SCHOOL,4,2013,Female,29,287
P.S./M.S. 029 MELROSE SCHOOL,4,2013,Male,44,283
P.S./M.S. 029 MELROSE SCHOOL,4,2014,Female,43,274
P.S./M.S. 029 MELROSE SCHOOL,4,2014,Male,26,284
P.S./M.S. 029 MELROSE SCHOOL,5,2013,Female,29,299
P.S./M.S. 029 MELROSE SCHOOL,5,2013,Male,28,271
P.S./M.S. 029 MELROSE SCHOOL,5,2014,Female,28,278
P.S./M.S. 029 MELROSE SCHOOL,5,2014,Male,34,284
P.S./M.S. 029 MELROSE SCHOOL,6,2013,Female,41,281
P.S./M.S. 029 MELROSE SCHOOL,6,2013,Male,38,279
P.S./M.S. 029 MELROSE SCHOOL,6,2014,Female,45,278
P.S./M.S. 029 MELROSE SCHOOL,6,2014,Male,48,266
P.S./M.S. 029 MELROSE SCHOOL,7,2013,Female,49,268
P.S./M.S. 029 MELROSE SCHOOL,7,2013,Male,34,268
P.S./M.S. 029 MELROSE SCHOOL,7,2014,Female,42,276
P.S./M.S. 029 MELROSE SCHOOL,7,2014,Male,38,267
P.S./M.S. 029 MELROSE SCHOOL,8,2013,Female,48,277
