School Name,Grade,Year,Category,Number Tested,Mean Scale Score
YOUNG LEADERS ELEMENTARY SCHOOL,4,2014,Male,22,266
YOUNG LEADERS ELEMENTARY SCHOOL,5,2013,Female,18,291
YOUNG LEADERS ELEMENTARY SCHOOL,5,2013,Male,23,271
YOUNG LEADERS ELEMENTARY SCHOOL,5,2014,Female,21,278
YOUNG LEADERS ELEMENTARY SCHOOL,5,2014,Male,29,265
YOUNG LEADERS ELEMENTARY SCHOOL,All Grades,2013,Female,68,275
YOUNG LEADERS ELEMENTARY SCHOOL,All Grades,2013,Male,70,267
YOUNG LEADERS ELEMENTARY SCHOOL,All Grades,2014,Female,62,268
YOUNG LEADERS ELEMENTARY SCHOOL,All Grades,2014,Male,74,263
PERFORMANCE SCHOOL,3,2013,Female,53,265
PERFORMANCE SCHOOL,3,2013,Male,52,267
PERFORMANCE SCHOOL,3,2014,Female,26,276
PERFORMANCE SCHOOL,3,2014,Male,41,270
PERFORMANCE SCHOOL,4,2013,Female,37,279
PERFORMANCE SCHOOL,4,2013,Male,39,275
PERFORMANCE SCHOOL,4,2014,Female,40,264
PERFORMANCE SCHOOL,4,2014,Male,39,269
PERFORMANCE SCHOOL,5,2013,Female,31,275
PERFORMANCE SCHOOL,5,2013,Male,41,264
PERFORMANCE SCHOOL,5,2014,Female,27,276
PERFORMANCE SCHOOL,5,2014,Male,35,266
PERFORMANCE SCHOOL,All Grades,2013,Female,121,272
PERFORMANCE SCHOOL,All Grades,2013,Male,132,268
PERFORMANCE SCHOOL,All Grades,2014,Female,93,271
PERFORMANCE SCHOOL,All Grades,2014,Male,115,268
HOSTOS-LINCOLN ACADEMY OF SCIENCE,6,2013,Female,36,292
HOSTOS-LINCOLN ACADEMY OF SCIENCE,6,2013,Male,30,288
HOSTOS-LINCOLN ACADEMY OF SCIENCE,6,2014,Female,33,282
HOSTOS-LINCOLN ACADEMY OF SCIENCE,6,2014,Male,36,285
HOSTOS-LINCOLN ACADEMY OF SCIENCE,7,2013,Female,25,301
HOSTOS-LINCOLN ACADEMY OF SCIENCE,7,2013,Male,26,295
HOSTOS-LINCOLN ACADEMY OF SCIENCE,7,2014,Female,37,289
HOSTOS-LINCOLN ACADEMY OF SCIENCE,7,2014,Male,28,285
HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2013,Female,38,308
HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2013,Male,34,298
HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2014,Female,24,298
HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2014,Male,27,292
HOSTOS-LINCOLN ACADEMY OF SCIENCE,All Grades,2013,Female,99,300
HOSTOS-LINCOLN ACADEMY OF SCIENCE,All Grades,2013,Male,90,294
HOSTOS-LINCOLN ACADEMY OF SCIENCE,All Grades,2014,Female,94,289
HOSTOS-LINCOLN ACADEMY OF SCIENCE,All Grades,2014,Male,91,287
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,6,2013,Female,43,274
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,6,2013,Male,33,268
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,6,2014,Female,47,281
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,6,2014,Male,44,268
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,7,2013,Female,35,286
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,7,2013,Male,31,269
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,7,2014,Female,41,269
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,7,2014,Male,30,268
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2013,Female,44,279
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2013,Male,34,272
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2014,Female,39,276
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2014,Male,32,262
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,All Grades,2013,Female,122,279
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,All Grades,2013,Male,98,270
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,All Grades,2014,Female,127,276
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,All Grades,2014,Male,106,266
P.S. X014 SENATOR JOHN CALANDRA,3,2013,Female,46,313
P.S. X014 SENATOR JOHN CALANDRA,3,2013,Male,60,303
P.S. X014 SENATOR JOHN CALANDRA,3,2014,Female,43,306
P.S. X014 SENATOR JOHN CALANDRA,3,2014,Male,57,300
P.S. X014 SENATOR JOHN CALANDRA,4,2013,Female,45,305
P.S. X014 SENATOR JOHN CALANDRA,4,2013,Male,53,293
P.S. X014 SENATOR JOHN CALANDRA,4,2014,Female,47,309
P.S. X014 SENATOR JOHN CALANDRA,4,2014,Male,64,293
P.S. X014 SENATOR JOHN CALANDRA,5,2013,Female,55,306
P.S. X014 SENATOR JOHN CALANDRA,5,2013,Male,50,297
P.S. X014 SENATOR JOHN CALANDRA,5,2014,Female,49,313
P.S. X014 SENATOR JOHN CALANDRA,5,2014,Male,55,296
P.S. X014 SENATOR JOHN CALANDRA,6,2014,Male,1,s
P.S. X014 SENATOR JOHN CALANDRA,All Grades,2013,Female,146,308
P.S. X014 SENATOR JOHN CALANDRA,All Grades,2013,Male,163,298
P.S. X014 SENATOR JOHN CALANDRA,All Grades,2014,Female,139,309
P.S. X014 SENATOR JOHN CALANDRA,All Grades,2014,Male,177,296
P.S. 036 UNIONPORT,3,2013,Female,53,311
P.S. 036 UNIONPORT,3,2013,Male,42,300
P.S. 036 UNIONPORT,3,2014,Female,49,315
P.S. 036 UNIONPORT,3,2014,Male,51,294
P.S. 036 UNIONPORT,4,2013,Female,44,296
P.S. 036 UNIONPORT,4,2013,Male,48,298
P.S. 036 UNIONPORT,4,2014,Female,55,299
P.S. 036 UNIONPORT,4,2014,Male,40,289
P.S. 036 UNIONPORT,5,2013,Female,66,308
P.S. 036 UNIONPORT,5,2013,Male,52,298
P.S. 036 UNIONPORT,5,2014,Female,48,298
P.S. 036 UNIONPORT,5,2014,Male,49,295
P.S. 036 UNIONPORT,All Grades,2013,Female,163,306
P.S. 036 UNIONPORT,All Grades,2013,Male,142,299
P.S. 036 UNIONPORT,All Grades,2014,Female,152,303
P.S. 036 UNIONPORT,All Grades,2014,Male,140,293
P.S. 048 JOSEPH R. DRAKE,3,2013,Female,57,278
P.S. 048 JOSEPH R. DRAKE,3,2013,Male,56,274
P.S. 048 JOSEPH R. DRAKE,3,2014,Female,43,277
P.S. 048 JOSEPH R. DRAKE,3,2014,Male,55,262
P.S. 048 JOSEPH R. DRAKE,4,2013,Female,50,288
P.S. 048 JOSEPH R. DRAKE,4,2013,Male,52,277
P.S. 048 JOSEPH R. DRAKE,4,2014,Female,59,276
P.S. 048 JOSEPH R. DRAKE,4,2014,Male,53,279
P.S. 048 JOSEPH R. DRAKE,5,2013,Female,49,294
P.S. 048 JOSEPH R. DRAKE,5,2013,Male,63,288
P.S. 048 JOSEPH R. DRAKE,5,2014,Female,52,280
P.S. 048 JOSEPH R. DRAKE,5,2014,Male,57,273
P.S. 048 JOSEPH R. DRAKE,All Grades,2013,Female,156,286
P.S. 048 JOSEPH R. DRAKE,All Grades,2013,Male,171,280
P.S. 048 JOSEPH R. DRAKE,All Grades,2014,Female,154,278
P.S. 048 JOSEPH R. DRAKE,All Grades,2014,Male,165,271
P.S. 062 INOCENSIO CASANOVA,3,2013,Female,34,282
P.S. 062 INOCENSIO CASANOVA,3,2013,Male,58,277
P.S. 062 INOCENSIO CASANOVA,3,2014,Female,46,279
P.S. 062 INOCENSIO CASANOVA,3,2014,Male,69,275
P.S. 062 INOCENSIO CASANOVA,4,2013,Female,38,294
P.S. 062 INOCENSIO CASANOVA,4,2013,Male,56,278
P.S. 062 INOCENSIO CASANOVA,4,2014,Female,40,288
P.S. 062 INOCENSIO CASANOVA,4,2014,Male,50,280
P.S. 062 INOCENSIO CASANOVA,5,2013,Female,45,285
P.S. 062 INOCENSIO CASANOVA,5,2013,Male,58,276
P.S. 062 INOCENSIO CASANOVA,5,2014,Female,39,291
P.S. 062 INOCENSIO CASANOVA,5,2014,Male,59,278
P.S. 062 INOCENSIO CASANOVA,All Grades,2013,Female,117,287
P.S. 062 INOCENSIO CASANOVA,All Grades,2013,Male,172,277
P.S. 062 INOCENSIO CASANOVA,All Grades,2014,Female,125,286
P.S. 062 INOCENSIO CASANOVA,All Grades,2014,Male,178,277
P.S. 069 JOURNEY PREP SCHOOL,3,2013,Female,34,300
P.S. 069 JOURNEY PREP SCHOOL,3,2013,Male,41,298
P.S. 069 JOURNEY PREP SCHOOL,3,2014,Female,40,315
P.S. 069 JOURNEY PREP SCHOOL,3,2014,Male,42,312
P.S. 069 JOURNEY PREP SCHOOL,4,2013,Female,52,303
P.S. 069 JOURNEY PREP SCHOOL,4,2013,Male,28,297
P.S. 069 JOURNEY PREP SCHOOL,4,2014,Female,35,305
P.S. 069 JOURNEY PREP SCHOOL,4,2014,Male,36,297
P.S. 069 JOURNEY PREP SCHOOL,5,2013,Female,52,313
P.S. 069 JOURNEY PREP SCHOOL,5,2013,Male,55,292
P.S. 069 JOURNEY PREP SCHOOL,5,2014,Female,48,300
P.S. 069 JOURNEY PREP SCHOOL,5,2014,Male,28,290
P.S. 069 JOURNEY PREP SCHOOL,All Grades,2013,Female,138,306
P.S. 069 JOURNEY PREP SCHOOL,All Grades,2013,Male,124,295
P.S. 069 JOURNEY PREP SCHOOL,All Grades,2014,Female,123,306
P.S. 069 JOURNEY PREP SCHOOL,All Grades,2014,Male,106,301
P.S. 071 ROSE E. SCALA,3,2013,Female,103,299
P.S. 071 ROSE E. SCALA,3,2013,Male,95,290
P.S. 071 ROSE E. SCALA,3,2014,Female,95,305
P.S. 071 ROSE E. SCALA,3,2014,Male,95,289
P.S. 071 ROSE E. SCALA,4,2013,Female,109,296
P.S. 071 ROSE E. SCALA,4,2013,Male,117,287
P.S. 071 ROSE E. SCALA,4,2014,Female,98,305
P.S. 071 ROSE E. SCALA,4,2014,Male,99,290
P.S. 071 ROSE E. SCALA,5,2013,Female,99,302
P.S. 071 ROSE E. SCALA,5,2013,Male,104,297
P.S. 071 ROSE E. SCALA,5,2014,Female,110,302
P.S. 071 ROSE E. SCALA,5,2014,Male,118,295
P.S. 071 ROSE E. SCALA,6,2013,Female,89,302
P.S. 071 ROSE E. SCALA,6,2013,Male,108,301
P.S. 071 ROSE E. SCALA,6,2014,Female,90,309
P.S. 071 ROSE E. SCALA,6,2014,Male,96,302
P.S. 071 ROSE E. SCALA,7,2013,Female,98,303
P.S. 071 ROSE E. SCALA,7,2013,Male,87,295
P.S. 071 ROSE E. SCALA,7,2014,Female,84,308
P.S. 071 ROSE E. SCALA,7,2014,Male,101,302
P.S. 071 ROSE E. SCALA,8,2013,Female,73,301
P.S. 071 ROSE E. SCALA,8,2013,Male,73,298
P.S. 071 ROSE E. SCALA,8,2014,Female,96,308
P.S. 071 ROSE E. SCALA,8,2014,Male,80,302
P.S. 071 ROSE E. SCALA,All Grades,2013,Female,571,300
P.S. 071 ROSE E. SCALA,All Grades,2013,Male,584,295
P.S. 071 ROSE E. SCALA,All Grades,2014,Female,573,306
P.S. 071 ROSE E. SCALA,All Grades,2014,Male,589,297
P.S. 072 DR. WILLIAM DORNEY,3,2013,Female,51,294
P.S. 072 DR. WILLIAM DORNEY,3,2013,Male,52,286
P.S. 072 DR. WILLIAM DORNEY,3,2014,Female,69,284
P.S. 072 DR. WILLIAM DORNEY,3,2014,Male,64,278
P.S. 072 DR. WILLIAM DORNEY,4,2013,Female,62,305
P.S. 072 DR. WILLIAM DORNEY,4,2013,Male,71,287
P.S. 072 DR. WILLIAM DORNEY,4,2014,Female,53,299
P.S. 072 DR. WILLIAM DORNEY,4,2014,Male,48,292
P.S. 072 DR. WILLIAM DORNEY,5,2013,Female,60,293
P.S. 072 DR. WILLIAM DORNEY,5,2013,Male,60,285
P.S. 072 DR. WILLIAM DORNEY,5,2014,Female,59,297
P.S. 072 DR. WILLIAM DORNEY,5,2014,Male,70,288
P.S. 072 DR. WILLIAM DORNEY,All Grades,2013,Female,173,297
P.S. 072 DR. WILLIAM DORNEY,All Grades,2013,Male,183,286
P.S. 072 DR. WILLIAM DORNEY,All Grades,2014,Female,181,293
P.S. 072 DR. WILLIAM DORNEY,All Grades,2014,Male,182,285
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,3,2013,Female,38,294
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,3,2013,Male,42,297
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,3,2014,Female,38,291
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,3,2014,Male,48,289
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,4,2013,Female,35,297
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,4,2013,Male,42,285
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,4,2014,Female,35,286
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,4,2014,Male,41,292
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,5,2013,Female,42,295
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,5,2013,Male,44,285
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,5,2014,Female,37,296
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,5,2014,Male,40,296
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,All Grades,2013,Female,115,295
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,All Grades,2013,Male,128,289
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,All Grades,2014,Female,110,291
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,All Grades,2014,Male,129,292
P.S. 093 ALBERT G. OLIVER,3,2013,Female,34,302
P.S. 093 ALBERT G. OLIVER,3,2013,Male,24,293
P.S. 093 ALBERT G. OLIVER,3,2014,Female,31,292
P.S. 093 ALBERT G. OLIVER,3,2014,Male,31,283
P.S. 093 ALBERT G. OLIVER,4,2013,Female,22,294
P.S. 093 ALBERT G. OLIVER,4,2013,Male,22,286
P.S. 093 ALBERT G. OLIVER,4,2014,Female,34,300
P.S. 093 ALBERT G. OLIVER,4,2014,Male,23,282
P.S. 093 ALBERT G. OLIVER,5,2013,Female,27,296
P.S. 093 ALBERT G. OLIVER,5,2013,Male,26,287
P.S. 093 ALBERT G. OLIVER,5,2014,Female,21,296
P.S. 093 ALBERT G. OLIVER,5,2014,Male,19,286
P.S. 093 ALBERT G. OLIVER,All Grades,2013,Female,83,298
P.S. 093 ALBERT G. OLIVER,All Grades,2013,Male,72,289
P.S. 093 ALBERT G. OLIVER,All Grades,2014,Female,86,296
P.S. 093 ALBERT G. OLIVER,All Grades,2014,Male,73,284
P.S. 100 ISAAC CLASON,3,2013,Female,32,284
P.S. 100 ISAAC CLASON,3,2013,Male,37,278
P.S. 100 ISAAC CLASON,3,2014,Female,53,296
P.S. 100 ISAAC CLASON,3,2014,Male,46,285
P.S. 100 ISAAC CLASON,4,2013,Female,56,291
P.S. 100 ISAAC CLASON,4,2013,Male,43,284
P.S. 100 ISAAC CLASON,4,2014,Female,32,287
P.S. 100 ISAAC CLASON,4,2014,Male,42,274
P.S. 100 ISAAC CLASON,5,2013,Female,46,297
P.S. 100 ISAAC CLASON,5,2013,Male,56,286
P.S. 100 ISAAC CLASON,5,2014,Female,56,297
P.S. 100 ISAAC CLASON,5,2014,Male,42,281
P.S. 100 ISAAC CLASON,All Grades,2013,Female,134,291
P.S. 100 ISAAC CLASON,All Grades,2013,Male,136,283
P.S. 100 ISAAC CLASON,All Grades,2014,Female,141,295
P.S. 100 ISAAC CLASON,All Grades,2014,Male,130,280
M.S. X101 EDWARD R. BYRNE,6,2013,Female,75,317
M.S. X101 EDWARD R. BYRNE,6,2013,Male,98,301
M.S. X101 EDWARD R. BYRNE,6,2014,Female,85,315
M.S. X101 EDWARD R. BYRNE,6,2014,Male,85,302
M.S. X101 EDWARD R. BYRNE,7,2013,Female,75,311
M.S. X101 EDWARD R. BYRNE,7,2013,Male,76,306
M.S. X101 EDWARD R. BYRNE,7,2014,Female,70,315
M.S. X101 EDWARD R. BYRNE,7,2014,Male,88,303
M.S. X101 EDWARD R. BYRNE,8,2013,Female,88,310
M.S. X101 EDWARD R. BYRNE,8,2013,Male,68,301
M.S. X101 EDWARD R. BYRNE,8,2014,Female,71,317
M.S. X101 EDWARD R. BYRNE,8,2014,Male,74,314
M.S. X101 EDWARD R. BYRNE,All Grades,2013,Female,238,312
M.S. X101 EDWARD R. BYRNE,All Grades,2013,Male,242,303
M.S. X101 EDWARD R. BYRNE,All Grades,2014,Female,226,316
M.S. X101 EDWARD R. BYRNE,All Grades,2014,Male,247,306
P.S. 107,3,2013,Female,41,286
P.S. 107,3,2013,Male,45,275
P.S. 107,3,2014,Female,46,289
P.S. 107,3,2014,Male,32,272
P.S. 107,4,2013,Female,43,282
P.S. 107,4,2013,Male,35,270
P.S. 107,4,2014,Female,36,288
P.S. 107,4,2014,Male,41,284
P.S. 107,5,2013,Female,37,289
P.S. 107,5,2013,Male,24,280
P.S. 107,5,2014,Female,40,289
P.S. 107,5,2014,Male,35,282
P.S. 107,All Grades,2013,Female,121,285
P.S. 107,All Grades,2013,Male,104,274
P.S. 107,All Grades,2014,Female,122,289
P.S. 107,All Grades,2014,Male,108,280
P.S. 119,3,2013,Female,79,285
P.S. 119,3,2013,Male,66,276
P.S. 119,3,2014,Female,92,295
P.S. 119,3,2014,Male,71,281
P.S. 119,4,2013,Female,65,286
P.S. 119,4,2013,Male,75,293
P.S. 119,4,2014,Female,78,293
P.S. 119,4,2014,Male,61,293
P.S. 119,5,2013,Female,65,294
P.S. 119,5,2013,Male,80,275
P.S. 119,5,2014,Female,63,289
P.S. 119,5,2014,Male,71,293
P.S. 119,All Grades,2013,Female,209,288
P.S. 119,All Grades,2013,Male,221,281
P.S. 119,All Grades,2014,Female,233,293
P.S. 119,All Grades,2014,Male,203,289
J.H.S. 123 JAMES M. KIERAN,6,2013,Female,70,279
J.H.S. 123 JAMES M. KIERAN,6,2013,Male,77,270
J.H.S. 123 JAMES M. KIERAN,6,2014,Female,72,280
J.H.S. 123 JAMES M. KIERAN,6,2014,Male,62,269
J.H.S. 123 JAMES M. KIERAN,7,2013,Female,92,286
J.H.S. 123 JAMES M. KIERAN,7,2013,Male,80,276
J.H.S. 123 JAMES M. KIERAN,7,2014,Female,63,281
J.H.S. 123 JAMES M. KIERAN,7,2014,Male,77,273
J.H.S. 123 JAMES M. KIERAN,8,2013,Female,76,273
J.H.S. 123 JAMES M. KIERAN,8,2013,Male,75,263
J.H.S. 123 JAMES M. KIERAN,8,2014,Female,94,287
J.H.S. 123 JAMES M. KIERAN,8,2014,Male,80,278
J.H.S. 123 JAMES M. KIERAN,All Grades,2013,Female,238,280
J.H.S. 123 JAMES M. KIERAN,All Grades,2013,Male,232,270
J.H.S. 123 JAMES M. KIERAN,All Grades,2014,Female,229,283
J.H.S. 123 JAMES M. KIERAN,All Grades,2014,Male,219,273
J.H.S. 125 HENRY HUDSON,6,2013,Female,65,281
J.H.S. 125 HENRY HUDSON,6,2013,Male,49,270
J.H.S. 125 HENRY HUDSON,6,2014,Female,74,291
J.H.S. 125 HENRY HUDSON,6,2014,Male,58,267
J.H.S. 125 HENRY HUDSON,7,2013,Female,75,288
J.H.S. 125 HENRY HUDSON,7,2013,Male,93,278
J.H.S. 125 HENRY HUDSON,7,2014,Female,68,291
J.H.S. 125 HENRY HUDSON,7,2014,Male,54,277
J.H.S. 125 HENRY HUDSON,8,2013,Female,101,287
J.H.S. 125 HENRY HUDSON,8,2013,Male,103,276
J.H.S. 125 HENRY HUDSON,8,2014,Female,87,285
J.H.S. 125 HENRY HUDSON,8,2014,Male,98,277
J.H.S. 125 HENRY HUDSON,All Grades,2013,Female,241,286
J.H.S. 125 HENRY HUDSON,All Grades,2013,Male,245,276
J.H.S. 125 HENRY HUDSON,All Grades,2014,Female,229,289
J.H.S. 125 HENRY HUDSON,All Grades,2014,Male,210,274
P.S. 130 ABRAM STEVENS HEWITT,3,2013,Female,40,288
P.S. 130 ABRAM STEVENS HEWITT,3,2013,Male,27,265
P.S. 130 ABRAM STEVENS HEWITT,3,2014,Female,36,275
P.S. 130 ABRAM STEVENS HEWITT,3,2014,Male,40,281
P.S. 130 ABRAM STEVENS HEWITT,4,2013,Female,40,271
P.S. 130 ABRAM STEVENS HEWITT,4,2013,Male,28,287
P.S. 130 ABRAM STEVENS HEWITT,4,2014,Female,41,289
P.S. 130 ABRAM STEVENS HEWITT,4,2014,Male,30,274
P.S. 130 ABRAM STEVENS HEWITT,5,2013,Female,41,285
P.S. 130 ABRAM STEVENS HEWITT,5,2013,Male,36,280
P.S. 130 ABRAM STEVENS HEWITT,5,2014,Female,40,273
P.S. 130 ABRAM STEVENS HEWITT,5,2014,Male,34,288
P.S. 130 ABRAM STEVENS HEWITT,All Grades,2013,Female,121,282
P.S. 130 ABRAM STEVENS HEWITT,All Grades,2013,Male,91,278
P.S. 130 ABRAM STEVENS HEWITT,All Grades,2014,Female,117,279
P.S. 130 ABRAM STEVENS HEWITT,All Grades,2014,Male,104,281
J.H.S. 131 ALBERT EINSTEIN,6,2013,Female,112,287
J.H.S. 131 ALBERT EINSTEIN,6,2013,Male,124,277
J.H.S. 131 ALBERT EINSTEIN,6,2014,Female,93,287
J.H.S. 131 ALBERT EINSTEIN,6,2014,Male,126,279
J.H.S. 131 ALBERT EINSTEIN,7,2013,Female,133,292
J.H.S. 131 ALBERT EINSTEIN,7,2013,Male,123,283
J.H.S. 131 ALBERT EINSTEIN,7,2014,Female,107,290
J.H.S. 131 ALBERT EINSTEIN,7,2014,Male,118,273
J.H.S. 131 ALBERT EINSTEIN,8,2013,Female,136,285
J.H.S. 131 ALBERT EINSTEIN,8,2013,Male,131,276
J.H.S. 131 ALBERT EINSTEIN,8,2014,Female,121,294
J.H.S. 131 ALBERT EINSTEIN,8,2014,Male,121,284
J.H.S. 131 ALBERT EINSTEIN,All Grades,2013,Female,381,288
J.H.S. 131 ALBERT EINSTEIN,All Grades,2013,Male,378,279
J.H.S. 131 ALBERT EINSTEIN,All Grades,2014,Female,321,290
J.H.S. 131 ALBERT EINSTEIN,All Grades,2014,Male,365,279
P.S. 138 SAMUEL RANDALL,3,2013,Female,51,294
P.S. 138 SAMUEL RANDALL,3,2013,Male,75,290
P.S. 138 SAMUEL RANDALL,3,2014,Female,64,298
P.S. 138 SAMUEL RANDALL,3,2014,Male,55,288
P.S. 138 SAMUEL RANDALL,4,2013,Female,72,290
P.S. 138 SAMUEL RANDALL,4,2013,Male,72,284
P.S. 138 SAMUEL RANDALL,4,2014,Female,45,295
P.S. 138 SAMUEL RANDALL,4,2014,Male,67,294
P.S. 138 SAMUEL RANDALL,5,2013,Female,87,296
P.S. 138 SAMUEL RANDALL,5,2013,Male,75,288
P.S. 138 SAMUEL RANDALL,5,2014,Female,69,286
P.S. 138 SAMUEL RANDALL,5,2014,Male,70,286
P.S. 138 SAMUEL RANDALL,All Grades,2013,Female,210,293
P.S. 138 SAMUEL RANDALL,All Grades,2013,Male,222,287
P.S. 138 SAMUEL RANDALL,All Grades,2014,Female,178,293
P.S. 138 SAMUEL RANDALL,All Grades,2014,Male,192,289
P.S. X140 THE EAGLE SCHOOL,3,2013,Female,40,284
P.S. X140 THE EAGLE SCHOOL,3,2013,Male,50,284
P.S. X140 THE EAGLE SCHOOL,3,2014,Female,45,277
P.S. X140 THE EAGLE SCHOOL,3,2014,Male,57,281
P.S. X140 THE EAGLE SCHOOL,4,2013,Female,38,290
P.S. X140 THE EAGLE SCHOOL,4,2013,Male,49,272
P.S. X140 THE EAGLE SCHOOL,4,2014,Female,38,283
P.S. X140 THE EAGLE SCHOOL,4,2014,Male,50,283
P.S. X140 THE EAGLE SCHOOL,5,2013,Female,47,282
P.S. X140 THE EAGLE SCHOOL,5,2013,Male,45,281
P.S. X140 THE EAGLE SCHOOL,5,2014,Female,41,287
P.S. X140 THE EAGLE SCHOOL,5,2014,Male,48,266
P.S. X140 THE EAGLE SCHOOL,All Grades,2013,Female,125,285
P.S. X140 THE EAGLE SCHOOL,All Grades,2013,Male,144,279
P.S. X140 THE EAGLE SCHOOL,All Grades,2014,Female,124,282
P.S. X140 THE EAGLE SCHOOL,All Grades,2014,Male,155,277
P.S. 146 EDWARD COLLINS,3,2013,Female,30,283
P.S. 146 EDWARD COLLINS,3,2013,Male,32,277
P.S. 146 EDWARD COLLINS,3,2014,Female,24,292
P.S. 146 EDWARD COLLINS,3,2014,Male,25,289
P.S. 146 EDWARD COLLINS,4,2013,Female,33,286
P.S. 146 EDWARD COLLINS,4,2013,Male,28,270
P.S. 146 EDWARD COLLINS,4,2014,Female,27,291
P.S. 146 EDWARD COLLINS,4,2014,Male,34,286
P.S. 146 EDWARD COLLINS,5,2013,Female,29,290
P.S. 146 EDWARD COLLINS,5,2013,Male,33,289
P.S. 146 EDWARD COLLINS,5,2014,Female,32,288
P.S. 146 EDWARD COLLINS,5,2014,Male,24,280
P.S. 146 EDWARD COLLINS,All Grades,2013,Female,92,286
P.S. 146 EDWARD COLLINS,All Grades,2013,Male,93,279
P.S. 146 EDWARD COLLINS,All Grades,2014,Female,83,290
P.S. 146 EDWARD COLLINS,All Grades,2014,Male,83,285
P.S. 152 EVERGREEN,3,2013,Female,68,288
P.S. 152 EVERGREEN,3,2013,Male,55,281
P.S. 152 EVERGREEN,3,2014,Female,67,286
P.S. 152 EVERGREEN,3,2014,Male,84,276
P.S. 152 EVERGREEN,4,2013,Female,65,288
P.S. 152 EVERGREEN,4,2013,Male,74,285
P.S. 152 EVERGREEN,4,2014,Female,72,286
P.S. 152 EVERGREEN,4,2014,Male,50,286
P.S. 152 EVERGREEN,5,2013,Female,66,285
P.S. 152 EVERGREEN,5,2013,Male,57,279
P.S. 152 EVERGREEN,5,2014,Female,67,292
P.S. 152 EVERGREEN,5,2014,Male,74,283
P.S. 152 EVERGREEN,All Grades,2013,Female,199,287
P.S. 152 EVERGREEN,All Grades,2013,Male,186,282
P.S. 152 EVERGREEN,All Grades,2014,Female,206,288
P.S. 152 EVERGREEN,All Grades,2014,Male,208,281
P.S. 182,3,2013,Female,63,311
P.S. 182,3,2013,Male,57,301
P.S. 182,3,2014,Female,81,313
P.S. 182,3,2014,Male,71,291
P.S. 182,4,2013,Female,71,303
P.S. 182,4,2013,Male,64,299
P.S. 182,4,2014,Female,66,309
P.S. 182,4,2014,Male,49,306
P.S. 182,5,2013,Female,58,300
P.S. 182,5,2013,Male,80,290
P.S. 182,5,2014,Female,72,301
P.S. 182,5,2014,Male,66,294
P.S. 182,All Grades,2013,Female,192,304
P.S. 182,All Grades,2013,Male,201,296
P.S. 182,All Grades,2014,Female,219,308
P.S. 182,All Grades,2014,Male,186,296
BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,6,2013,Female,35,284
BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,6,2013,Male,32,267
BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,6,2014,Female,46,287
BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,6,2014,Male,41,259
BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,7,2013,Female,45,293
BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,7,2013,Male,36,284
BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,7,2014,Female,32,288
BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,7,2014,Male,25,271
