School Name,Grade,Year,Category,Number Tested,Mean Scale Score
THURGOOD MARSHALL ACADEMY LOWER SCHOOL,All Grades,2013,Asian,2,s
THURGOOD MARSHALL ACADEMY LOWER SCHOOL,All Grades,2013,Black,91,303
THURGOOD MARSHALL ACADEMY LOWER SCHOOL,All Grades,2013,Hispanic,12,308
THURGOOD MARSHALL ACADEMY LOWER SCHOOL,All Grades,2014,Black,96,299
THURGOOD MARSHALL ACADEMY LOWER SCHOOL,All Grades,2014,Hispanic,16,296
COLUMBIA SECONDARY SCHOOL,6,2013,Asian,13,357
COLUMBIA SECONDARY SCHOOL,6,2013,Black,15,344
COLUMBIA SECONDARY SCHOOL,6,2013,Hispanic,39,339
COLUMBIA SECONDARY SCHOOL,6,2013,White,23,360
COLUMBIA SECONDARY SCHOOL,6,2014,Asian,8,351
COLUMBIA SECONDARY SCHOOL,6,2014,Black,23,326
COLUMBIA SECONDARY SCHOOL,6,2014,Hispanic,33,338
COLUMBIA SECONDARY SCHOOL,6,2014,White,20,350
COLUMBIA SECONDARY SCHOOL,7,2013,Asian,11,366
COLUMBIA SECONDARY SCHOOL,7,2013,Black,26,331
COLUMBIA SECONDARY SCHOOL,7,2013,Hispanic,44,337
COLUMBIA SECONDARY SCHOOL,7,2013,White,12,349
COLUMBIA SECONDARY SCHOOL,7,2014,Asian,11,345
COLUMBIA SECONDARY SCHOOL,7,2014,Black,16,333
COLUMBIA SECONDARY SCHOOL,7,2014,Hispanic,39,328
COLUMBIA SECONDARY SCHOOL,7,2014,White,26,355
COLUMBIA SECONDARY SCHOOL,8,2013,Asian,13,351
COLUMBIA SECONDARY SCHOOL,8,2013,Black,13,315
COLUMBIA SECONDARY SCHOOL,8,2013,Hispanic,51,318
COLUMBIA SECONDARY SCHOOL,8,2013,White,18,328
COLUMBIA SECONDARY SCHOOL,All Grades,2013,Asian,37,357
COLUMBIA SECONDARY SCHOOL,All Grades,2013,Black,54,330
COLUMBIA SECONDARY SCHOOL,All Grades,2013,Hispanic,134,330
COLUMBIA SECONDARY SCHOOL,All Grades,2013,White,53,346
COLUMBIA SECONDARY SCHOOL,All Grades,2014,Asian,19,347
COLUMBIA SECONDARY SCHOOL,All Grades,2014,Black,39,329
COLUMBIA SECONDARY SCHOOL,All Grades,2014,Hispanic,72,333
COLUMBIA SECONDARY SCHOOL,All Grades,2014,White,46,353
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,6,2013,Black,11,257
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,6,2013,Hispanic,6,271
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,7,2013,Black,16,251
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,7,2013,Hispanic,10,265
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,7,2014,Black,11,261
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,7,2014,Hispanic,7,274
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,8,2013,Asian,2,s
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,8,2013,Black,32,252
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,8,2013,Hispanic,11,227
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,8,2014,Black,16,241
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,8,2014,Hispanic,10,258
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,All Grades,2013,Asian,2,s
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,All Grades,2013,Black,59,252
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,All Grades,2013,Hispanic,27,251
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,All Grades,2014,Black,27,250
ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,All Grades,2014,Hispanic,17,264
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,6,2013,Black,12,253
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,6,2013,Hispanic,5,s
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,6,2014,Black,21,265
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,6,2014,Hispanic,13,266
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,6,2014,White,1,s
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,7,2013,Asian,1,s
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,7,2013,Black,25,257
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,7,2013,Hispanic,7,251
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,7,2014,Black,10,266
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,7,2014,Hispanic,5,s
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,8,2013,Black,44,268
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,8,2013,Hispanic,10,246
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,8,2014,Black,32,266
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,8,2014,Hispanic,8,272
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,All Grades,2013,Asian,1,s
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,All Grades,2013,Black,81,262
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,All Grades,2013,Hispanic,22,249
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,All Grades,2014,Black,63,266
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,All Grades,2014,Hispanic,26,271
THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,All Grades,2014,White,1,s
CHOIR ACADEMY OF HARLEM,6,2013,Asian,1,s
CHOIR ACADEMY OF HARLEM,6,2013,Black,35,263
CHOIR ACADEMY OF HARLEM,6,2013,Hispanic,14,258
CHOIR ACADEMY OF HARLEM,7,2013,Black,26,264
CHOIR ACADEMY OF HARLEM,7,2013,Hispanic,13,280
CHOIR ACADEMY OF HARLEM,7,2014,Asian,1,s
CHOIR ACADEMY OF HARLEM,7,2014,Black,23,272
CHOIR ACADEMY OF HARLEM,7,2014,Hispanic,5,s
CHOIR ACADEMY OF HARLEM,8,2013,Black,40,267
CHOIR ACADEMY OF HARLEM,8,2013,Hispanic,10,270
CHOIR ACADEMY OF HARLEM,8,2014,Black,10,242
CHOIR ACADEMY OF HARLEM,8,2014,Hispanic,5,s
CHOIR ACADEMY OF HARLEM,All Grades,2013,Asian,1,s
CHOIR ACADEMY OF HARLEM,All Grades,2013,Black,101,265
CHOIR ACADEMY OF HARLEM,All Grades,2013,Hispanic,37,269
CHOIR ACADEMY OF HARLEM,All Grades,2014,Asian,1,s
CHOIR ACADEMY OF HARLEM,All Grades,2014,Black,33,263
CHOIR ACADEMY OF HARLEM,All Grades,2014,Hispanic,10,271
FREDERICK DOUGLASS ACADEMY,6,2013,Asian,1,s
FREDERICK DOUGLASS ACADEMY,6,2013,Black,84,288
FREDERICK DOUGLASS ACADEMY,6,2013,Hispanic,20,290
FREDERICK DOUGLASS ACADEMY,6,2014,Asian,2,s
FREDERICK DOUGLASS ACADEMY,6,2014,Black,69,277
FREDERICK DOUGLASS ACADEMY,6,2014,Hispanic,18,281
FREDERICK DOUGLASS ACADEMY,7,2013,Black,83,280
FREDERICK DOUGLASS ACADEMY,7,2013,Hispanic,18,287
FREDERICK DOUGLASS ACADEMY,7,2013,White,3,s
FREDERICK DOUGLASS ACADEMY,7,2014,Asian,1,s
FREDERICK DOUGLASS ACADEMY,7,2014,Black,86,287
FREDERICK DOUGLASS ACADEMY,7,2014,Hispanic,23,291
FREDERICK DOUGLASS ACADEMY,8,2013,Asian,1,s
FREDERICK DOUGLASS ACADEMY,8,2013,Black,87,289
FREDERICK DOUGLASS ACADEMY,8,2013,Hispanic,22,292
FREDERICK DOUGLASS ACADEMY,8,2014,Black,88,271
FREDERICK DOUGLASS ACADEMY,8,2014,Hispanic,19,282
FREDERICK DOUGLASS ACADEMY,8,2014,White,3,s
FREDERICK DOUGLASS ACADEMY,All Grades,2013,Asian,2,s
FREDERICK DOUGLASS ACADEMY,All Grades,2013,Black,254,286
FREDERICK DOUGLASS ACADEMY,All Grades,2013,Hispanic,60,290
FREDERICK DOUGLASS ACADEMY,All Grades,2013,White,3,s
FREDERICK DOUGLASS ACADEMY,All Grades,2014,Asian,3,s
FREDERICK DOUGLASS ACADEMY,All Grades,2014,Black,243,279
FREDERICK DOUGLASS ACADEMY,All Grades,2014,Hispanic,60,285
FREDERICK DOUGLASS ACADEMY,All Grades,2014,White,3,s
NEW DESIGN MIDDLE SCHOOL,6,2013,Asian,2,s
NEW DESIGN MIDDLE SCHOOL,6,2013,Black,56,274
NEW DESIGN MIDDLE SCHOOL,6,2013,Hispanic,32,266
NEW DESIGN MIDDLE SCHOOL,6,2013,White,3,s
NEW DESIGN MIDDLE SCHOOL,6,2014,Asian,1,s
NEW DESIGN MIDDLE SCHOOL,6,2014,Black,46,262
NEW DESIGN MIDDLE SCHOOL,6,2014,Hispanic,29,264
NEW DESIGN MIDDLE SCHOOL,6,2014,White,4,s
NEW DESIGN MIDDLE SCHOOL,7,2013,Asian,1,s
NEW DESIGN MIDDLE SCHOOL,7,2013,Black,55,264
NEW DESIGN MIDDLE SCHOOL,7,2013,Hispanic,41,284
NEW DESIGN MIDDLE SCHOOL,7,2013,White,1,s
NEW DESIGN MIDDLE SCHOOL,7,2014,Asian,2,s
NEW DESIGN MIDDLE SCHOOL,7,2014,Black,50,282
NEW DESIGN MIDDLE SCHOOL,7,2014,Hispanic,40,274
NEW DESIGN MIDDLE SCHOOL,7,2014,White,4,s
NEW DESIGN MIDDLE SCHOOL,8,2014,Black,64,268
NEW DESIGN MIDDLE SCHOOL,8,2014,Hispanic,33,287
NEW DESIGN MIDDLE SCHOOL,All Grades,2013,Asian,3,s
NEW DESIGN MIDDLE SCHOOL,All Grades,2013,Black,111,269
NEW DESIGN MIDDLE SCHOOL,All Grades,2013,Hispanic,73,276
NEW DESIGN MIDDLE SCHOOL,All Grades,2013,White,4,s
NEW DESIGN MIDDLE SCHOOL,All Grades,2014,Asian,3,s
NEW DESIGN MIDDLE SCHOOL,All Grades,2014,Black,160,271
NEW DESIGN MIDDLE SCHOOL,All Grades,2014,Hispanic,102,276
NEW DESIGN MIDDLE SCHOOL,All Grades,2014,White,8,259
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,6,2013,Asian,1,s
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,6,2013,Black,42,292
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,6,2013,Hispanic,10,301
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,6,2014,Asian,1,s
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,6,2014,Black,34,300
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,6,2014,Hispanic,13,290
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,6,2014,White,1,s
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,7,2013,Black,49,281
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,7,2013,Hispanic,12,267
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,7,2014,Asian,1,s
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,7,2014,Black,40,305
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,7,2014,Hispanic,11,309
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,8,2013,Black,48,292
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,8,2013,Hispanic,9,287
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,8,2014,Black,49,296
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,8,2014,Hispanic,11,311
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,All Grades,2013,Asian,1,s
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,All Grades,2013,Black,139,288
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,All Grades,2013,Hispanic,31,284
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,All Grades,2014,Asian,2,s
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,All Grades,2014,Black,123,300
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,All Grades,2014,Hispanic,35,303
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,All Grades,2014,White,1,s
P.S. 004 DUKE ELLINGTON,3,2013,Asian,1,s
P.S. 004 DUKE ELLINGTON,3,2013,Black,6,273
P.S. 004 DUKE ELLINGTON,3,2013,Hispanic,95,281
P.S. 004 DUKE ELLINGTON,3,2013,White,2,s
P.S. 004 DUKE ELLINGTON,3,2014,Black,7,290
P.S. 004 DUKE ELLINGTON,3,2014,Hispanic,95,287
P.S. 004 DUKE ELLINGTON,4,2013,Black,12,283
P.S. 004 DUKE ELLINGTON,4,2013,Hispanic,103,272
P.S. 004 DUKE ELLINGTON,4,2013,White,2,s
P.S. 004 DUKE ELLINGTON,4,2014,Black,10,283
P.S. 004 DUKE ELLINGTON,4,2014,Hispanic,101,285
P.S. 004 DUKE ELLINGTON,4,2014,White,1,s
P.S. 004 DUKE ELLINGTON,5,2013,Black,5,s
P.S. 004 DUKE ELLINGTON,5,2013,Hispanic,87,277
P.S. 004 DUKE ELLINGTON,5,2014,Black,11,283
P.S. 004 DUKE ELLINGTON,5,2014,Hispanic,81,283
P.S. 004 DUKE ELLINGTON,5,2014,White,3,s
P.S. 004 DUKE ELLINGTON,All Grades,2013,Asian,1,s
P.S. 004 DUKE ELLINGTON,All Grades,2013,Black,23,278
P.S. 004 DUKE ELLINGTON,All Grades,2013,Hispanic,285,277
P.S. 004 DUKE ELLINGTON,All Grades,2013,White,4,s
P.S. 004 DUKE ELLINGTON,All Grades,2014,Black,28,285
P.S. 004 DUKE ELLINGTON,All Grades,2014,Hispanic,277,285
P.S. 004 DUKE ELLINGTON,All Grades,2014,White,4,s
P.S. 005 ELLEN LURIE,3,2013,Black,12,269
P.S. 005 ELLEN LURIE,3,2013,Hispanic,124,279
P.S. 005 ELLEN LURIE,3,2014,Asian,1,s
P.S. 005 ELLEN LURIE,3,2014,Black,10,260
P.S. 005 ELLEN LURIE,3,2014,Hispanic,99,289
P.S. 005 ELLEN LURIE,4,2013,Black,13,268
P.S. 005 ELLEN LURIE,4,2013,Hispanic,109,280
P.S. 005 ELLEN LURIE,4,2014,Black,13,270
P.S. 005 ELLEN LURIE,4,2014,Hispanic,109,279
P.S. 005 ELLEN LURIE,5,2013,Asian,1,s
P.S. 005 ELLEN LURIE,5,2013,Black,3,s
P.S. 005 ELLEN LURIE,5,2013,Hispanic,108,286
P.S. 005 ELLEN LURIE,5,2014,Black,10,275
P.S. 005 ELLEN LURIE,5,2014,Hispanic,82,279
P.S. 005 ELLEN LURIE,5,2014,White,1,s
P.S. 005 ELLEN LURIE,All Grades,2013,Asian,1,s
P.S. 005 ELLEN LURIE,All Grades,2013,Black,28,269
P.S. 005 ELLEN LURIE,All Grades,2013,Hispanic,341,282
P.S. 005 ELLEN LURIE,All Grades,2014,Asian,1,s
P.S. 005 ELLEN LURIE,All Grades,2014,Black,33,269
P.S. 005 ELLEN LURIE,All Grades,2014,Hispanic,290,283
P.S. 005 ELLEN LURIE,All Grades,2014,White,1,s
P.S. 008 LUIS BELLIARD,3,2013,Black,7,267
P.S. 008 LUIS BELLIARD,3,2013,Hispanic,107,284
P.S. 008 LUIS BELLIARD,3,2013,White,2,s
P.S. 008 LUIS BELLIARD,3,2014,Black,3,s
P.S. 008 LUIS BELLIARD,3,2014,Hispanic,85,280
P.S. 008 LUIS BELLIARD,4,2013,Black,4,s
P.S. 008 LUIS BELLIARD,4,2013,Hispanic,91,293
P.S. 008 LUIS BELLIARD,4,2014,Black,6,262
P.S. 008 LUIS BELLIARD,4,2014,Hispanic,100,291
P.S. 008 LUIS BELLIARD,4,2014,White,3,s
P.S. 008 LUIS BELLIARD,5,2013,Asian,1,s
P.S. 008 LUIS BELLIARD,5,2013,Black,5,s
P.S. 008 LUIS BELLIARD,5,2013,Hispanic,71,286
P.S. 008 LUIS BELLIARD,5,2014,Black,3,s
P.S. 008 LUIS BELLIARD,5,2014,Hispanic,73,280
P.S. 008 LUIS BELLIARD,All Grades,2013,Asian,1,s
P.S. 008 LUIS BELLIARD,All Grades,2013,Black,16,269
P.S. 008 LUIS BELLIARD,All Grades,2013,Hispanic,269,287
P.S. 008 LUIS BELLIARD,All Grades,2013,White,2,s
P.S. 008 LUIS BELLIARD,All Grades,2014,Black,12,267
P.S. 008 LUIS BELLIARD,All Grades,2014,Hispanic,258,284
P.S. 008 LUIS BELLIARD,All Grades,2014,White,3,s
P.S. 018 PARK TERRACE,3,2013,Hispanic,38,269
P.S. 018 PARK TERRACE,3,2014,Hispanic,37,289
P.S. 018 PARK TERRACE,4,2013,Asian,1,s
P.S. 018 PARK TERRACE,4,2013,Hispanic,36,270
P.S. 018 PARK TERRACE,4,2014,Hispanic,45,273
P.S. 018 PARK TERRACE,5,2013,Hispanic,46,275
P.S. 018 PARK TERRACE,5,2014,Asian,1,s
P.S. 018 PARK TERRACE,5,2014,Black,1,s
P.S. 018 PARK TERRACE,5,2014,Hispanic,38,274
P.S. 018 PARK TERRACE,6,2013,Hispanic,52,296
P.S. 018 PARK TERRACE,6,2014,Hispanic,51,290
P.S. 018 PARK TERRACE,7,2013,Hispanic,61,286
P.S. 018 PARK TERRACE,7,2014,Hispanic,51,292
P.S. 018 PARK TERRACE,8,2013,Hispanic,57,299
P.S. 018 PARK TERRACE,8,2014,Hispanic,57,302
P.S. 018 PARK TERRACE,All Grades,2013,Asian,1,s
P.S. 018 PARK TERRACE,All Grades,2013,Hispanic,290,284
P.S. 018 PARK TERRACE,All Grades,2014,Asian,1,s
P.S. 018 PARK TERRACE,All Grades,2014,Black,1,s
P.S. 018 PARK TERRACE,All Grades,2014,Hispanic,279,288
P.S. 028 WRIGHT BROTHERS,3,2013,Black,12,278
P.S. 028 WRIGHT BROTHERS,3,2013,Hispanic,117,293
P.S. 028 WRIGHT BROTHERS,3,2013,White,1,s
P.S. 028 WRIGHT BROTHERS,3,2014,Asian,1,s
P.S. 028 WRIGHT BROTHERS,3,2014,Black,15,282
P.S. 028 WRIGHT BROTHERS,3,2014,Hispanic,127,302
P.S. 028 WRIGHT BROTHERS,3,2014,White,5,s
P.S. 028 WRIGHT BROTHERS,4,2013,Black,20,295
P.S. 028 WRIGHT BROTHERS,4,2013,Hispanic,116,298
P.S. 028 WRIGHT BROTHERS,4,2013,White,4,s
P.S. 028 WRIGHT BROTHERS,4,2014,Black,12,295
P.S. 028 WRIGHT BROTHERS,4,2014,Hispanic,111,305
P.S. 028 WRIGHT BROTHERS,4,2014,White,3,s
P.S. 028 WRIGHT BROTHERS,5,2013,Black,16,284
P.S. 028 WRIGHT BROTHERS,5,2013,Hispanic,98,284
P.S. 028 WRIGHT BROTHERS,5,2013,White,4,s
P.S. 028 WRIGHT BROTHERS,5,2014,Black,14,310
P.S. 028 WRIGHT BROTHERS,5,2014,Hispanic,83,303
P.S. 028 WRIGHT BROTHERS,5,2014,White,4,s
P.S. 028 WRIGHT BROTHERS,All Grades,2013,Black,48,287
P.S. 028 WRIGHT BROTHERS,All Grades,2013,Hispanic,331,292
P.S. 028 WRIGHT BROTHERS,All Grades,2013,White,9,270
P.S. 028 WRIGHT BROTHERS,All Grades,2014,Asian,1,s
P.S. 028 WRIGHT BROTHERS,All Grades,2014,Black,41,295
P.S. 028 WRIGHT BROTHERS,All Grades,2014,Hispanic,321,303
P.S. 028 WRIGHT BROTHERS,All Grades,2014,White,12,284
P.S. 048 P.O. MICHAEL J. BUCZEK,3,2013,Asian,3,s
P.S. 048 P.O. MICHAEL J. BUCZEK,3,2013,Black,1,s
P.S. 048 P.O. MICHAEL J. BUCZEK,3,2013,Hispanic,84,289
P.S. 048 P.O. MICHAEL J. BUCZEK,3,2013,White,4,s
P.S. 048 P.O. MICHAEL J. BUCZEK,3,2014,Asian,1,s
P.S. 048 P.O. MICHAEL J. BUCZEK,3,2014,Black,1,s
P.S. 048 P.O. MICHAEL J. BUCZEK,3,2014,Hispanic,91,293
P.S. 048 P.O. MICHAEL J. BUCZEK,3,2014,White,5,s
P.S. 048 P.O. MICHAEL J. BUCZEK,4,2013,Asian,1,s
P.S. 048 P.O. MICHAEL J. BUCZEK,4,2013,Black,2,s
P.S. 048 P.O. MICHAEL J. BUCZEK,4,2013,Hispanic,98,285
P.S. 048 P.O. MICHAEL J. BUCZEK,4,2014,Asian,2,s
P.S. 048 P.O. MICHAEL J. BUCZEK,4,2014,Black,2,s
P.S. 048 P.O. MICHAEL J. BUCZEK,4,2014,Hispanic,92,284
P.S. 048 P.O. MICHAEL J. BUCZEK,4,2014,White,3,s
P.S. 048 P.O. MICHAEL J. BUCZEK,5,2013,Asian,1,s
P.S. 048 P.O. MICHAEL J. BUCZEK,5,2013,Black,1,s
P.S. 048 P.O. MICHAEL J. BUCZEK,5,2013,Hispanic,74,278
P.S. 048 P.O. MICHAEL J. BUCZEK,5,2013,White,3,s
P.S. 048 P.O. MICHAEL J. BUCZEK,5,2014,Asian,1,s
P.S. 048 P.O. MICHAEL J. BUCZEK,5,2014,Hispanic,83,303
P.S. 048 P.O. MICHAEL J. BUCZEK,All Grades,2013,Asian,5,s
P.S. 048 P.O. MICHAEL J. BUCZEK,All Grades,2013,Black,4,s
P.S. 048 P.O. MICHAEL J. BUCZEK,All Grades,2013,Hispanic,256,285
P.S. 048 P.O. MICHAEL J. BUCZEK,All Grades,2013,White,7,328
P.S. 048 P.O. MICHAEL J. BUCZEK,All Grades,2014,Asian,4,s
P.S. 048 P.O. MICHAEL J. BUCZEK,All Grades,2014,Black,3,s
P.S. 048 P.O. MICHAEL J. BUCZEK,All Grades,2014,Hispanic,266,293
P.S. 048 P.O. MICHAEL J. BUCZEK,All Grades,2014,White,8,296
J.H.S. 052 INWOOD,6,2013,Black,5,s
J.H.S. 052 INWOOD,6,2013,Hispanic,168,287
J.H.S. 052 INWOOD,6,2013,White,1,s
J.H.S. 052 INWOOD,6,2014,Black,5,s
J.H.S. 052 INWOOD,6,2014,Hispanic,149,288
J.H.S. 052 INWOOD,6,2014,White,2,s
J.H.S. 052 INWOOD,7,2013,Asian,1,s
J.H.S. 052 INWOOD,7,2013,Black,7,274
J.H.S. 052 INWOOD,7,2013,Hispanic,176,281
J.H.S. 052 INWOOD,7,2013,White,1,s
J.H.S. 052 INWOOD,7,2014,Black,7,286
J.H.S. 052 INWOOD,7,2014,Hispanic,177,289
J.H.S. 052 INWOOD,7,2014,White,1,s
J.H.S. 052 INWOOD,8,2013,Black,17,260
J.H.S. 052 INWOOD,8,2013,Hispanic,168,279
J.H.S. 052 INWOOD,8,2013,White,1,s
J.H.S. 052 INWOOD,8,2014,Asian,1,s
J.H.S. 052 INWOOD,8,2014,Black,7,270
J.H.S. 052 INWOOD,8,2014,Hispanic,172,281
J.H.S. 052 INWOOD,All Grades,2013,Asian,1,s
J.H.S. 052 INWOOD,All Grades,2013,Black,29,267
J.H.S. 052 INWOOD,All Grades,2013,Hispanic,512,282
J.H.S. 052 INWOOD,All Grades,2013,White,3,s
J.H.S. 052 INWOOD,All Grades,2014,Asian,1,s
J.H.S. 052 INWOOD,All Grades,2014,Black,19,286
J.H.S. 052 INWOOD,All Grades,2014,Hispanic,498,286
J.H.S. 052 INWOOD,All Grades,2014,White,3,s
P.S. 098 SHORAC KAPPOCK,3,2013,Black,2,s
P.S. 098 SHORAC KAPPOCK,3,2013,Hispanic,72,285
P.S. 098 SHORAC KAPPOCK,3,2013,White,1,s
P.S. 098 SHORAC KAPPOCK,3,2014,Asian,2,s
P.S. 098 SHORAC KAPPOCK,3,2014,Black,1,s
P.S. 098 SHORAC KAPPOCK,3,2014,Hispanic,82,282
P.S. 098 SHORAC KAPPOCK,4,2013,Asian,3,s
P.S. 098 SHORAC KAPPOCK,4,2013,Black,6,316
P.S. 098 SHORAC KAPPOCK,4,2013,Hispanic,94,277
P.S. 098 SHORAC KAPPOCK,4,2014,Black,2,s
P.S. 098 SHORAC KAPPOCK,4,2014,Hispanic,75,289
P.S. 098 SHORAC KAPPOCK,4,2014,White,1,s
P.S. 098 SHORAC KAPPOCK,5,2013,Asian,1,s
P.S. 098 SHORAC KAPPOCK,5,2013,Hispanic,74,288
P.S. 098 SHORAC KAPPOCK,5,2013,White,5,s
P.S. 098 SHORAC KAPPOCK,5,2014,Asian,3,s
P.S. 098 SHORAC KAPPOCK,5,2014,Black,6,336
P.S. 098 SHORAC KAPPOCK,5,2014,Hispanic,79,291
P.S. 098 SHORAC KAPPOCK,All Grades,2013,Asian,4,s
P.S. 098 SHORAC KAPPOCK,All Grades,2013,Black,8,309
P.S. 098 SHORAC KAPPOCK,All Grades,2013,Hispanic,240,283
P.S. 098 SHORAC KAPPOCK,All Grades,2013,White,6,318
P.S. 098 SHORAC KAPPOCK,All Grades,2014,Asian,5,s
P.S. 098 SHORAC KAPPOCK,All Grades,2014,Black,9,320
P.S. 098 SHORAC KAPPOCK,All Grades,2014,Hispanic,236,287
P.S. 098 SHORAC KAPPOCK,All Grades,2014,White,1,s
P.S. 115 ALEXANDER HUMBOLDT,3,2013,Hispanic,100,282
P.S. 115 ALEXANDER HUMBOLDT,3,2014,Black,1,s
P.S. 115 ALEXANDER HUMBOLDT,3,2014,Hispanic,106,278
P.S. 115 ALEXANDER HUMBOLDT,3,2014,White,1,s
P.S. 115 ALEXANDER HUMBOLDT,4,2013,Black,1,s
P.S. 115 ALEXANDER HUMBOLDT,4,2013,Hispanic,117,277
P.S. 115 ALEXANDER HUMBOLDT,4,2014,Hispanic,98,280
P.S. 115 ALEXANDER HUMBOLDT,4,2014,White,1,s
P.S. 115 ALEXANDER HUMBOLDT,5,2013,Hispanic,81,285
P.S. 115 ALEXANDER HUMBOLDT,5,2013,White,2,s
P.S. 115 ALEXANDER HUMBOLDT,5,2014,Black,1,s
P.S. 115 ALEXANDER HUMBOLDT,5,2014,Hispanic,91,280
P.S. 115 ALEXANDER HUMBOLDT,All Grades,2013,Black,1,s
P.S. 115 ALEXANDER HUMBOLDT,All Grades,2013,Hispanic,298,281
P.S. 115 ALEXANDER HUMBOLDT,All Grades,2013,White,2,s
P.S. 115 ALEXANDER HUMBOLDT,All Grades,2014,Black,2,s
P.S. 115 ALEXANDER HUMBOLDT,All Grades,2014,Hispanic,295,279
P.S. 115 ALEXANDER HUMBOLDT,All Grades,2014,White,2,s
P.S. 128 AUDUBON,3,2013,Black,2,s
P.S. 128 AUDUBON,3,2013,Hispanic,70,290
P.S. 128 AUDUBON,3,2013,White,1,s
P.S. 128 AUDUBON,3,2014,Black,2,s
P.S. 128 AUDUBON,3,2014,Hispanic,82,292
